0.06945	0.03857	0.06699	0.09696	0.06329	0.03014	0.05669	0.08457	0.10103	0.11304	0.1249	0.12049	0.10525	0.09029	0.09255	0.09472	0.11342	0.13179	0.14316	0.13537	0.12007	0.10578	0.10473	0.10526	0.02926	0.07974	0.0888	0.03634	0.03697	0.07885	0.07722	0.03163	0.09334	0.11354	0.12545	0.116	0.10582	0.09725	0.09469	0.0887	0.10965	0.12841	0.14194	0.13699	0.12362	0.10924	0.10584	0.10336
0.06012	0.01335	0.02179	0.07568	0.04963	0.00973	0.01966	0.07429	0.10066	0.10239	0.11316	0.11706	0.10151	0.07948	0.08548	0.09441	0.11447	0.1323	0.1426	0.13431	0.11875	0.10484	0.10447	0.10598	0.0307	0.06486	0.10137	0.06492	0.0338	0.06253	0.08512	0.05806	0.09502	0.1132	0.12652	0.11876	0.10449	0.09559	0.09528	0.09218	0.11078	0.12924	0.14194	0.13622	0.12229	0.10836	0.10592	0.10433
0.04945	0.00507	0.00587	0.04772	0.03799	0.00361	0.00488	0.05185	0.0985	0.07207	0.07592	0.10931	0.0954	0.05233	0.06025	0.09175	0.11555	0.13279	0.1419	0.13312	0.11747	0.10368	0.10402	0.10662	0.03018	0.03602	0.09035	0.0805	0.02928	0.03412	0.07876	0.07357	0.09575	0.11018	0.12548	0.11905	0.10204	0.09197	0.09486	0.09393	0.11194	0.12989	0.14187	0.13535	0.12103	0.1074	0.10592	0.10516
0.04041	0.00211	0.00183	0.02708	0.02946	0.00151	0.00147	0.031	0.09319	0.03485	0.02745	0.09152	0.08486	0.02283	0.02373	0.08308	0.11661	0.13278	0.14066	0.13185	0.11616	0.10225	0.10316	0.10724	0.0281	0.01338	0.05529	0.08141	0.02434	0.0114	0.05222	0.07794	0.09512	0.10125	0.12092	0.11785	0.09791	0.08295	0.09257	0.0947	0.11304	0.13039	0.14163	0.13436	0.11978	0.10638	0.10578	0.10595
0.03312	0.00107	0.0009	0.01562	0.0234	0.0008	0.00067	0.01829	0.0839	0.0141	0.00822	0.06358	0.07036	0.00876	0.0069	0.06529	0.1177	0.13152	0.1369	0.13036	0.11477	0.09988	0.10066	0.10767	0.02549	0.00509	0.02076	0.07063	0.02009	0.00405	0.02046	0.07288	0.09233	0.0756	0.10606	0.11476	0.09095	0.06003	0.08387	0.09448	0.11413	0.13097	0.14108	0.13336	0.11848	0.10522	0.10552	0.10674
0.02761	0.00078	0.0007	0.00912	0.01895	0.00059	0.00051	0.0109	0.0725	0.00613	0.00324	0.03928	0.05567	0.00385	0.00253	0.04487	0.11873	0.12634	0.12359	0.12841	0.11334	0.09453	0.09117	0.10792	0.02235	0.00218	0.00607	0.0525	0.01685	0.00167	0.0056	0.05821	0.08649	0.03723	0.06712	0.10774	0.08026	0.02789	0.05741	0.09218	0.11521	0.13113	0.14042	0.13225	0.1172	0.10394	0.10505	0.10743
0.07046	0.06105	0.02386	0.04731	0.09645	0.06401	0.01834	0.02817	0.09581	0.11168	0.11864	0.12111	0.11311	0.09601	0.08552	0.08482	0.10782	0.12839	0.14449	0.14113	0.12651	0.10907	0.10319	0.10038	0.02548	0.0098	0.00085	0.00155	0.04286	0.0133	0.00062	0.001	0.06857	0.05496	0.00747	0.02293	0.09715	0.0625	0.00594	0.01258	0.10409	0.12383	0.13756	0.14001	0.13006	0.11144	0.1002	0.09639
0.08234	0.09328	0.07875	0.08743	0.10142	0.08459	0.05919	0.05877	0.09806	0.11576	0.12805	0.12473	0.11267	0.09709	0.09188	0.08977	0.10897	0.12952	0.1448	0.14037	0.12529	0.10845	0.10365	0.10135	0.03152	0.02071	0.00172	0.00311	0.05146	0.02756	0.00133	0.00192	0.08044	0.08393	0.02564	0.04675	0.10534	0.08343	0.02152	0.02772	0.10533	0.12527	0.1411	0.14061	0.12885	0.11103	0.1028	0.09844
0.08876	0.10636	0.11362	0.10903	0.10246	0.09032	0.08298	0.07935	0.09961	0.11767	0.13042	0.1253	0.11183	0.09689	0.09348	0.09197	0.11008	0.13047	0.14501	0.13953	0.12404	0.10772	0.10377	0.10217	0.03992	0.04117	0.00538	0.00695	0.06213	0.05024	0.0044	0.00442	0.08859	0.10332	0.07542	0.0839	0.10975	0.09408	0.05938	0.05552	0.1065	0.12644	0.14228	0.14036	0.1276	0.11054	0.10377	0.09971
0.09181	0.10861	0.12057	0.11428	0.10091	0.08915	0.08782	0.08618	0.10089	0.11868	0.13087	0.1247	0.11056	0.0962	0.09385	0.09313	0.11127	0.13139	0.145	0.13845	0.12272	0.10694	0.10385	0.10302	0.0506	0.07012	0.02012	0.01734	0.07336	0.07508	0.01801	0.01108	0.09344	0.11137	0.11348	0.11044	0.11129	0.09734	0.08504	0.07831	0.10768	0.12753	0.14292	0.13979	0.12638	0.10995	0.10425	0.10078
0.09255	0.1022	0.11297	0.11155	0.09683	0.08112	0.0828	0.08725	0.10184	0.11895	0.13029	0.12357	0.10917	0.09498	0.09364	0.09386	0.11244	0.13226	0.14486	0.13736	0.12149	0.10618	0.10388	0.10378	0.06238	0.09246	0.06601	0.0451	0.08112	0.08764	0.05591	0.03215	0.09632	0.1147	0.12513	0.11983	0.11128	0.09785	0.0923	0.08769	0.10886	0.12853	0.14323	0.13901	0.12518	0.10924	0.10468	0.10184
0.09084	0.07734	0.0754	0.09834	0.08856	0.05687	0.05761	0.08226	0.10263	0.11808	0.12744	0.1216	0.1073	0.09257	0.09193	0.09409	0.11356	0.13313	0.14469	0.13634	0.1202	0.10524	0.10366	0.10456	0.07092	0.10009	0.10512	0.08171	0.08472	0.08902	0.08211	0.06286	0.09825	0.11626	0.12832	0.12254	0.11057	0.09743	0.0943	0.0915	0.10998	0.12944	0.1435	0.13833	0.12396	0.1085	0.10483	0.10288
0.08485	0.03641	0.02235	0.06722	0.07424	0.02384	0.01776	0.0641	0.10296	0.11343	0.11728	0.11744	0.10472	0.08657	0.08528	0.09325	0.11466	0.13369	0.1441	0.13522	0.11891	0.10426	0.10343	0.10518	0.07543	0.09637	0.11415	0.10096	0.08299	0.08315	0.08763	0.07986	0.09961	0.11686	0.12901	0.12281	0.10939	0.09646	0.09469	0.09328	0.11114	0.13034	0.14343	0.13748	0.12271	0.10777	0.10486	0.10371
0.07271	0.01285	0.00573	0.0346	0.05704	0.00822	0.0044	0.03704	0.10225	0.09726	0.08116	0.10743	0.10041	0.07036	0.06042	0.0891	0.1158	0.13419	0.14342	0.13391	0.11761	0.10322	0.10294	0.10578	0.07449	0.07619	0.10511	0.10443	0.07572	0.0643	0.0824	0.08548	0.10061	0.11624	0.1283	0.1221	0.10767	0.09462	0.09438	0.09428	0.11232	0.13119	0.14337	0.13642	0.1214	0.10682	0.10492	0.1045
0.05864	0.00485	0.00181	0.0171	0.04333	0.00315	0.00135	0.0193	0.09917	0.06297	0.02778	0.08345	0.09278	0.04116	0.02183	0.076	0.11686	0.13451	0.14224	0.13252	0.11627	0.10201	0.10217	0.10627	0.06945	0.03857	0.06699	0.09696	0.06329	0.03014	0.05669	0.08457	0.10103	0.11304	0.1249	0.12049	0.10525	0.09029	0.09255	0.09472	0.11342	0.13179	0.14316	0.13537	0.12007	0.10578	0.10473	0.10526
0.04681	0.00205	0.00087	0.00859	0.03298	0.00142	0.00062	0.00999	0.09247	0.03128	0.00793	0.05133	0.0801	0.01826	0.00609	0.05302	0.11795	0.13416	0.13869	0.13089	0.11492	0.10035	0.09986	0.1066	0.06012	0.01335	0.02179	0.07568	0.04963	0.00973	0.01966	0.07429	0.10066	0.10239	0.11316	0.11706	0.10151	0.07948	0.08548	0.09441	0.11447	0.1323	0.1426	0.13431	0.11875	0.10484	0.10447	0.10598
