0.0003	0.0037	0.0198	0.0005	0.0004	0.0017	0.0081	0.0003	0.0010	0.0196	0.0546	0.0015	0.0010	0.0081	0.0204	0.0010	0.0084	0.1204	0.1580	0.0387	0.0094	0.0783	0.0885	0.0268	0.0004	0.0007	0.0307	0.0010	0.0004	0.0005	0.0127	0.0006	0.0011	0.0051	0.0812	0.0094	0.0012	0.0025	0.0334	0.0039	0.0176	0.0978	0.1592	0.1239	0.0194	0.0676	0.0921	0.0773
0.0003	0.0005	0.0197	0.0007	0.0003	0.0003	0.0078	0.0005	0.0008	0.0015	0.0544	0.0051	0.0009	0.0010	0.0199	0.0022	0.0041	0.0350	0.1589	0.0918	0.0046	0.0243	0.0859	0.0546	0.0003	0.0004	0.0094	0.0083	0.0004	0.0003	0.0039	0.0034	0.0009	0.0011	0.0281	0.0294	0.0010	0.0008	0.0109	0.0108	0.0075	0.0087	0.1401	0.1376	0.0081	0.0071	0.0773	0.0789
0.0003	0.0005	0.0214	0.0006	0.0003	0.0004	0.0085	0.0004	0.0008	0.0021	0.0611	0.0027	0.0009	0.0013	0.0219	0.0014	0.0042	0.0502	0.1602	0.0762	0.0046	0.0339	0.0870	0.0465	0.0003	0.0004	0.0145	0.0045	0.0004	0.0003	0.0061	0.0020	0.0009	0.0012	0.0387	0.0231	0.0010	0.0009	0.0149	0.0086	0.0072	0.0174	0.1523	0.1320	0.0078	0.0137	0.0838	0.0772
0.0003	0.0006	0.0224	0.0005	0.0003	0.0004	0.0088	0.0003	0.0008	0.0042	0.0607	0.0019	0.0009	0.0020	0.0220	0.0011	0.0042	0.0669	0.1603	0.0577	0.0047	0.0445	0.0872	0.0368	0.0003	0.0005	0.0195	0.0019	0.0004	0.0003	0.0081	0.0010	0.0009	0.0014	0.0508	0.0162	0.0010	0.0010	0.0195	0.0061	0.0070	0.0327	0.1575	0.1243	0.0076	0.0236	0.0874	0.0737
0.0003	0.0010	0.0217	0.0005	0.0003	0.0006	0.0085	0.0003	0.0008	0.0085	0.0556	0.0015	0.0009	0.0036	0.0201	0.0009	0.0044	0.0838	0.1592	0.0380	0.0048	0.0549	0.0865	0.0259	0.0003	0.0005	0.0229	0.0010	0.0004	0.0004	0.0094	0.0006	0.0009	0.0018	0.0631	0.0095	0.0010	0.0012	0.0239	0.0038	0.0069	0.0507	0.1594	0.1143	0.0076	0.0354	0.0893	0.0688
0.0003	0.0021	0.0180	0.0005	0.0003	0.0011	0.0071	0.0003	0.0008	0.0138	0.0474	0.0013	0.0009	0.0056	0.0170	0.0008	0.0046	0.0987	0.1563	0.0212	0.0050	0.0636	0.0847	0.0157	0.0003	0.0006	0.0255	0.0008	0.0004	0.0004	0.0104	0.0005	0.0009	0.0030	0.0709	0.0047	0.0010	0.0017	0.0271	0.0022	0.0070	0.0708	0.1601	0.1008	0.0077	0.0484	0.0900	0.0616
0.0002	0.0005	0.0184	0.0006	0.0003	0.0003	0.0070	0.0003	0.0007	0.0017	0.0513	0.0019	0.0008	0.0010	0.0179	0.0011	0.0032	0.0364	0.1584	0.0535	0.0035	0.0245	0.0828	0.0337	0.0003	0.0004	0.0143	0.0023	0.0003	0.0003	0.0057	0.0011	0.0008	0.0011	0.0352	0.0150	0.0009	0.0008	0.0134	0.0057	0.0041	0.0109	0.1478	0.1137	0.0047	0.0089	0.0791	0.0653
0.0003	0.0006	0.0192	0.0005	0.0003	0.0004	0.0073	0.0003	0.0007	0.0027	0.0517	0.0015	0.0008	0.0014	0.0182	0.0009	0.0032	0.0491	0.1586	0.0370	0.0035	0.0326	0.0831	0.0249	0.0003	0.0004	0.0177	0.0011	0.0003	0.0003	0.0070	0.0006	0.0008	0.0012	0.0450	0.0097	0.0009	0.0009	0.0168	0.0038	0.0041	0.0211	0.1555	0.1043	0.0046	0.0158	0.0834	0.0607
0.0003	0.0007	0.0188	0.0005	0.0003	0.0005	0.0071	0.0003	0.0007	0.0056	0.0480	0.0013	0.0008	0.0024	0.0168	0.0008	0.0033	0.0632	0.1568	0.0222	0.0035	0.0412	0.0821	0.0163	0.0003	0.0005	0.0197	0.0007	0.0003	0.0003	0.0078	0.0005	0.0008	0.0015	0.0544	0.0051	0.0009	0.0010	0.0199	0.0022	0.0041	0.0350	0.1589	0.0918	0.0046	0.0243	0.0859	0.0546
0.0898	0.1055	0.1127	0.1101	0.1015	0.0871	0.0805	0.0799	0.1013	0.1197	0.1313	0.1241	0.1092	0.0945	0.0923	0.0925	0.1121	0.1330	0.1460	0.1380	0.1211	0.1051	0.1024	0.1027	0.0890	0.1014	0.0817	0.0766	0.0895	0.0740	0.0532	0.0629	0.0984	0.1163	0.1281	0.1235	0.1112	0.0959	0.0912	0.0901	0.1087	0.1292	0.1443	0.1397	0.1248	0.1080	0.1032	0.1010
